site,flux,flux_y0,flux_y1,soil,soil_y0,soil_y1,lat,lon,igbp,n_halfhour,has_soil,grid_idx,grid_dist_km
IT-Arz,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Arz_2017-2023_FLUXNET2015_Flux.nc,2017,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Arz_2016-2024.nc,2016.0,2024.0,45.6190185546875,10.002280235290527,OSH,122688,True,78356,10.95404019022445
IT-BCi,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-BCi_2005-2025_FLUXNET2015_Flux.nc,2005,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-BCi_2004-2025.nc,2004.0,2025.0,40.523799896240234,14.957440376281738,CRO,368160,True,95875,16.675115426457683
IT-BFt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-BFt_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-BFt_2019-2024.nc,2019.0,2024.0,45.20222091674805,10.74271011352539,MF,105216,True,80278,14.952983197774051
IT-BsB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-BsB_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-BsB_2021-2024.nc,2021.0,2024.0,45.118228912353516,7.161994934082031,DBF,52608,True,80268,3.2361775179128416
IT-Cp2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Cp2_2013-2025_FLUXNET2015_Flux.nc,2013,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Cp2_2012-2025.nc,2012.0,2025.0,41.70426559448242,12.357290267944336,EBF,227904,True,91868,20.396402485881865
IT-Lav,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Lav_2003-2020_FLUXNET2015_Flux.nc,2003,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Lav_2003-2020.nc,2003.0,2020.0,45.956199645996094,11.281319618225098,ENF,315600,True,77399,2.5696971395421397
IT-Lsn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Lsn_2016-2024_FLUXNET2015_Flux.nc,2016,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Lsn_2016-2024.nc,2016.0,2024.0,45.740482330322266,12.750296592712402,OSH,157824,True,78363,8.123143732204806
IT-MBo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-MBo_2003-2024_FLUXNET2015_Flux.nc,2003,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-MBo_2003-2025.nc,2003.0,2025.0,46.014678955078125,11.045829772949219,GRA,385728,True,77398,15.114549183563945
IT-MtM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-MtM_2014-2019_FLUXNET2015_Flux.nc,2014,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-MtM_2014-2019.nc,2014.0,2019.0,46.6871337890625,10.579597473144531,GRA,105168,True,74575,17.947519708351972
IT-NiG,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-NiG_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-NiG_2020-2024.nc,2020.0,2024.0,45.51919174194336,7.171433925628662,GRA,87696,True,79308,15.20359665700393
IT-Noe,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Noe_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Noe_2022-2024.nc,2022.0,2024.0,40.60612869262695,8.151459693908691,CSH,52608,True,95856,10.85539320348721
IT-Ren,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Ren_1999-2025_FLUXNET2015_Flux.nc,1999,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Ren_1999-2025.nc,1999.0,2025.0,46.58686065673828,11.433690071105957,ENF,473376,True,75479,16.412939364345394
IT-Ro2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Ro2_2002-2012_FLUXNET2015_Flux.nc,2002,2012,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Ro2_2002-2012.nc,2002.0,2012.0,42.3902587890625,11.920929908752441,DBF,192864,True,89893,12.011384983158077
IT-SRo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-SRo_1999-2012_FLUXNET2015_Flux.nc,1999,2012,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-SRo_1999-2012.nc,1999.0,2012.0,43.72785949707031,10.284440040588379,ENF,245472,True,85077,17.59540142204079
IT-Tor,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IT-Tor_2009-2023_FLUXNET2015_Flux.nc,2009,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IT-Tor_2008-2024.nc,2008.0,2024.0,45.84444046020508,7.578060150146484,GRA,262944,True,77389,13.048890120469812
JP-Api,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Api_2001-2022_FLUXNET2015_Flux.nc,2001,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Api_2000-2022.nc,2000.0,2022.0,40.00135803222656,140.93658447265625,DBF,385680,True,98224,15.863351191774827
JP-BBY,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-BBY_2014-2020_FLUXNET2015_Flux.nc,2014,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-BBY_2014-2020.nc,2014.0,2020.0,43.322998046875,141.81065368652344,WET,122736,True,86387,11.765833895489576
JP-Fjy,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Fjy_2001-2020_FLUXNET2015_Flux.nc,2001,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Fjy_2001-2021.nc,2001.0,2021.0,35.45454025268555,138.7622528076172,ENF,350640,True,115113,13.723750768211103
JP-Fmt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Fmt_2014-2022_FLUXNET2015_Flux.nc,2014,2022,,,,35.63874435424805,139.37974548339844,MF,157776,False,115115,10.688528956742974
JP-Hc3,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Hc3_2005-2008_FLUXNET2015_Flux.nc,2005,2008,,,,34.5396728515625,133.91172790527344,CRO,70128,False,118339,20.30879156316733
JP-Khw,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Khw_2010-2021_FLUXNET2015_Flux.nc,2010,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Khw_2000-2021.nc,2000.0,2021.0,33.13658142089844,130.70834350585938,ENF,210384,True,125005,18.868543389844174
JP-Kzw,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Kzw_2005-2005_FLUXNET2015_Flux.nc,2005,2005,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Kzw_2001-2008.nc,2001.0,2008.0,36.40678787231445,138.57257080078125,MF,17520,True,111873,8.55156435358313
JP-MBF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-MBF_2005-2010_FLUXNET2015_Flux.nc,2005,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-MBF_2004-2011.nc,2004.0,2011.0,44.38690185546875,142.318603515625,DBF,105168,True,83509,20.006203725282617
JP-MMF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-MMF_2005-2010_FLUXNET2015_Flux.nc,2005,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-MMF_2004-2011.nc,2004.0,2011.0,44.3218994140625,142.2613983154297,MF,105168,True,83508,12.720423540572698
JP-Mse,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Mse_2002-2006_FLUXNET2015_Flux.nc,2002,2006,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Mse_2002-2009.nc,2002.0,2009.0,36.05392837524414,140.0269317626953,CRO,87648,True,112957,6.937522461253421
JP-NsC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-NsC_2005-2014_FLUXNET2015_Flux.nc,2005,2014,,,,36.91505432128906,139.9368438720703,GRA,175296,False,109717,7.192059650163356
JP-Om2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Om2_2023-2025_FLUXNET2015_Flux.nc,2023,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Om2_2022-2025.nc,2022.0,2025.0,34.54245376586914,135.5082244873047,GRA,52608,True,119424,19.440814128402792
JP-SMF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-SMF_2003-2014_FLUXNET2015_Flux.nc,2003,2014,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-SMF_2002-2014.nc,2002.0,2014.0,35.26169967651367,137.07879638671875,MF,210384,True,116188,7.20370398966783
JP-Sb1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Sb1_2008-2009_FLUXNET2015_Flux.nc,2008,2009,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Sb1_2007-2010.nc,2007.0,2010.0,45.10470199584961,141.68797302246094,WET,35088,True,80627,4.868591659371098
JP-Shn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Shn_2015-2019_FLUXNET2015_Flux.nc,2015,2019,,,,35.865753173828125,137.93255615234375,MF,87648,False,114031,7.181187962263368
JP-Srk,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Srk_2010-2015_FLUXNET2015_Flux.nc,2010,2015,,,,40.56555938720703,140.12777709960938,MF,105168,False,96222,8.840186421795867
JP-Tak,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Tak_1998-2021_FLUXNET2015_Flux.nc,1998,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Tak_1998-2021.nc,1998.0,2021.0,36.14617156982422,137.42311096191406,MF,420768,True,112949,8.894620820144445
JP-Tef,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Tef_2002-2023_FLUXNET2015_Flux.nc,2002,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Tef_2001-2023.nc,2001.0,2023.0,45.056339263916016,142.106201171875,MF,385680,True,80628,5.648115523166009
JP-Tkb,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Tkb_2018-2019_FLUXNET2015_Flux.nc,2018,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Tkb_2018-2019.nc,2018.0,2019.0,36.173377990722656,140.1766357421875,ENF,35040,True,112958,15.619218979356953
JP-Tmd,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Tmd_2005-2023_FLUXNET2015_Flux.nc,2005,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Tmd_2005-2023.nc,2005.0,2023.0,42.73591232299805,141.5231475830078,GRA,333072,True,88306,18.10463154250301
JP-Toc,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Toc_2011-2014_FLUXNET2015_Flux.nc,2011,2014,,,,42.7097282409668,141.56590270996094,DBF,70128,False,88307,22.233982053729903
JP-Yms,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/JP-Yms_2000-2023_FLUXNET2015_Flux.nc,2000,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_JP-Yms_2000-2023.nc,2000.0,2023.0,34.790279388427734,135.8409423828125,DBF,420768,True,118345,17.217055271012825
KE-Chk,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KE-Chk_2023-2023_FLUXNET2015_Flux.nc,2023,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KE-Chk_2022-2024.nc,2022.0,2024.0,-3.666300058364868,38.35018539428711,WSA,17520,True,287816,18.025547173985466
KE-Kpt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KE-Kpt_2019-2023_FLUXNET2015_Flux.nc,2019,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KE-Kpt_2018-2024.nc,2018.0,2024.0,-1.6141866445541382,37.13311004638672,GRA,87648,True,277572,7.672182254136169
KE-Mkt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KE-Mkt_2019-2023_FLUXNET2015_Flux.nc,2019,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KE-Mkt_2019-2024.nc,2019.0,2024.0,-3.425858974456787,38.140663146972656,CRO,87648,True,286536,15.520890848151561
KH-Kmp,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KH-Kmp_2011-2014_FLUXNET2015_Flux.nc,2011,2014,,,,12.744579315185547,105.47856903076172,EBF,70128,False,212535,4.822787478779167
KR-AdC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-AdC_2016-2018_FLUXNET2015_Flux.nc,2016,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-AdC_2015-2018.nc,2015.0,2018.0,36.50564956665039,126.35909271240234,ENF,52608,True,110756,18.91123348140275
KR-CRK,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-CRK_2016-2021_FLUXNET2015_Flux.nc,2016,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-CRK_2015-2021.nc,2015.0,2021.0,38.20130157470703,127.24970245361328,CRO,105216,True,105359,15.381467275668209
KR-CmF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-CmF_2012-2019_FLUXNET2015_Flux.nc,2012,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-CmF_2012-2019.nc,2012.0,2019.0,37.1599006652832,127.65364837646484,CRO,140256,True,108600,8.597430900604246
KR-GmR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-GmR_2017-2019_FLUXNET2015_Flux.nc,2017,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-GmR_2017-2019.nc,2017.0,2019.0,35.748619079589844,126.86431884765625,CRO,52560,True,113998,15.311324094663336
KR-GmS,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-GmS_2017-2019_FLUXNET2015_Flux.nc,2017,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-GmS_2017-2019.nc,2017.0,2019.0,35.75088882446289,126.81378173828125,CRO,52560,True,113997,16.004903318246978
KR-HcM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-HcM_2016-2018_FLUXNET2015_Flux.nc,2016,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-HcM_2015-2018.nc,2015.0,2018.0,37.619380950927734,127.84571075439453,MF,52608,True,107521,17.69538637222714
KR-JjM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-JjM_2015-2018_FLUXNET2015_Flux.nc,2015,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-JjM_2015-2018.nc,2015.0,2018.0,33.3179817199707,126.56771850585938,MF,70128,True,123868,14.260853684917079
KR-Nj2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-Nj2_2023-2024_FLUXNET2015_Flux.nc,2023,2024,,,,35.02690124511719,126.8218994140625,CRO,35088,False,117237,14.776046354554325
KR-PcD,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-PcD_2015-2018_FLUXNET2015_Flux.nc,2015,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-PcD_2015-2018.nc,2015.0,2018.0,37.48183822631836,128.5160369873047,DBF,70128,True,107523,13.868809789766505
KR-ScC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-ScC_2015-2018_FLUXNET2015_Flux.nc,2015,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-ScC_2015-2018.nc,2015.0,2018.0,37.22140884399414,129.2986297607422,ENF,70128,True,108604,26.492843545280138
KR-SmM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-SmM_2015-2020_FLUXNET2015_Flux.nc,2015,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-SmM_2015-2021.nc,2015.0,2021.0,37.93893814086914,126.9547119140625,MF,105216,True,106438,16.105306914510717
KR-TwC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-TwC_2024-2024_FLUXNET2015_Flux.nc,2024,2024,,,,37.304931640625,127.31742858886719,ENF,17568,False,108599,7.736043654065486
KR-UAO,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-UAO_2018-2019_FLUXNET2015_Flux.nc,2018,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-UAO_2017-2019.nc,2017.0,2019.0,36.41682052612305,128.79904174804688,CRO,35040,True,111843,12.128955706336736
KR-WdE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/KR-WdE_2016-2018_FLUXNET2015_Flux.nc,2016,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_KR-WdE_2015-2018.nc,2015.0,2018.0,34.35955810546875,126.67778778076172,EBF,52608,True,119397,7.482102590080523
ML-Kem,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ML-Kem_2008-2008_FLUXNET2015_Flux.nc,2008,2008,,,,15.223699569702148,-1.5662000179290771,?,17568,False,201914,16.58296987277082
MN-Hst,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MN-Hst_2016-2019_FLUXNET2015_Flux.nc,2016,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MN-Hst_2015-2020.nc,2015.0,2020.0,47.59292984008789,105.85497283935547,GRA,70128,True,72114,11.819192460891024
MN-Kbu,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MN-Kbu_2003-2008_FLUXNET2015_Flux.nc,2003,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MN-Kbu_2003-2008.nc,2003.0,2008.0,47.21397018432617,108.73733520507812,GRA,105216,True,73021,16.230894350761258
MN-Nkh,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MN-Nkh_2016-2019_FLUXNET2015_Flux.nc,2016,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MN-Nkh_2015-2020.nc,2015.0,2020.0,47.6935920715332,107.48934173583984,GRA,70128,True,72118,10.566013078067307
MN-Udg,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MN-Udg_2011-2011_FLUXNET2015_Flux.nc,2011,2011,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MN-Udg_2010-2012.nc,2010.0,2012.0,48.25648880004883,106.85115814208984,DNF,17520,True,70316,7.652272190144728
MX-Aog,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MX-Aog_2017-2018_FLUXNET2015_Flux.nc,2017,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MX-Aog_2016-2018.nc,2016.0,2018.0,26.99679946899414,-108.78919982910156,DBF,35040,True,149452,17.501910781668503
MX-PMm,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MX-PMm_2017-2018_FLUXNET2015_Flux.nc,2017,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MX-PMm_2017-2018.nc,2017.0,2018.0,20.846200942993164,-86.89920043945312,WET,35040,True,176026,24.208065042635575
MX-Tes,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MX-Tes_2005-2008_FLUXNET2015_Flux.nc,2005,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MX-Tes_2004-2008.nc,2004.0,2008.0,27.84000015258789,-109.30000305175781,WSA,70128,True,145865,15.489262080465643
MY-LHP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/MY-LHP_2010-2018_FLUXNET2015_Flux.nc,2010,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_MY-LHP_2009-2019.nc,2009.0,2019.0,4.201006889343262,114.03907775878906,EBF,157776,True,252245,20.335040713455793
NL-Hrw,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NL-Hrw_2002-2010_FLUXNET2015_Flux.nc,2002,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NL-Hrw_2001-2010.nc,2001.0,2010.0,51.97246551513672,5.641228199005127,GRA,157776,True,58759,18.941756559103503
NL-Loo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NL-Loo_1997-2025_FLUXNET2015_Flux.nc,1997,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NL-Loo_1997-2025.nc,1997.0,2025.0,52.16658020019531,5.743559837341309,ENF,508416,True,57948,4.581878170422548
NO-And,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NO-And_2009-2014_FLUXNET2015_Flux.nc,2009,2014,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NO-And_2008-2014.nc,2008.0,2014.0,69.14277648925781,16.022220611572266,OSH,105168,True,18543,19.863960537728385
NO-Fns,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NO-Fns_2021-2023_FLUXNET2015_Flux.nc,2021,2023,,,,60.593841552734375,7.527102470397949,SNO,52560,False,35710,14.14222635663481
NO-Hur,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NO-Hur_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NO-Hur_2023-2024.nc,2023.0,2024.0,60.37163162231445,11.079489707946777,ENF,17568,True,36365,12.065237410663576
NO-Ikr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NO-Ikr_2020-2021_FLUXNET2015_Flux.nc,2020,2021,,,,69.33999633789062,25.299999237060547,WET,35088,False,18076,10.755239290488694
NZ-ADw,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NZ-ADw_2016-2021_FLUXNET2015_Flux.nc,2016,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NZ-ADw_2015-2022.nc,2015.0,2022.0,-43.649349212646484,172.34951782226562,GRA,105216,True,456531,13.358947566341788
NZ-Cla,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NZ-Cla_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NZ-Cla_2022-2025.nc,2022.0,2025.0,-43.78628158569336,171.5955810546875,GRA,35088,True,456529,15.667235638440348
NZ-Kop,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NZ-Kop_2012-2015_FLUXNET2015_Flux.nc,2012,2015,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NZ-Kop_2012-2015.nc,2012.0,2015.0,-37.38792037963867,175.55389404296875,EBF,70128,True,434390,17.517643754521988
NZ-Lau,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NZ-Lau_2020-2025_FLUXNET2015_Flux.nc,2020,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NZ-Lau_2019-2025.nc,2019.0,2025.0,-45.038902282714844,169.6811065673828,GRA,105216,True,461323,16.027619878446792
NZ-Oxf,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NZ-Oxf_2006-2010_FLUXNET2015_Flux.nc,2006,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NZ-Oxf_2006-2010.nc,2006.0,2010.0,-43.26089859008789,172.21588134765625,GRA,87648,True,454610,15.509436124168165
NZ-ScF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/NZ-ScF_2008-2011_FLUXNET2015_Flux.nc,2008,2011,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_NZ-ScF_2008-2011.nc,2008.0,2011.0,-37.459999084472656,175.22000122070312,GRA,70128,True,434389,11.87179230365311
PA-SPs,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/PA-SPs_2008-2009_FLUXNET2015_Flux.nc,2008,2009,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_PA-SPs_2007-2010.nc,2007.0,2010.0,9.313799858093262,-79.63140106201172,GRA,35088,True,228517,11.93677267524649
PE-QFR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/PE-QFR_2018-2019_FLUXNET2015_Flux.nc,2018,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_PE-QFR_2018-2022.nc,2018.0,2022.0,-3.834399938583374,-73.31900024414062,WET,35040,True,288699,10.676034341277727
PR-xGU,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/PR-xGU_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_PR-xGU_2019-2024.nc,2019.0,2024.0,17.969600677490234,-66.86869812011719,EBF,105216,True,188882,18.897755904297266
RU-Che,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/RU-Che_2014-2020_FLUXNET2015_Flux.nc,2014,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_RU-Che_2013-2021.nc,2013.0,2021.0,68.613037109375,161.3414306640625,WET,122736,True,19220,12.367398611129442
RU-Ege,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/RU-Ege_2011-2017_FLUXNET2015_Flux.nc,2011,2017,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_RU-Ege_2010-2018.nc,2010.0,2018.0,60.0155143737793,133.82400512695312,DNF,122736,True,37270,2.934416395329125
